item	article	labelAr
http://www.wikidata.org/entity/Q251272	https://ar.wikipedia.org/wiki/%D8%A3%D9%88%D9%84%D8%A7%D9%81%D9%8A%D9%86%D9%84%D9%8A%D9%86%D8%A7	أولافينلينا
http://www.wikidata.org/entity/Q609167	https://ar.wikipedia.org/wiki/%D9%81%D9%86%D8%AF%D9%82_%D8%A7%D9%84%D9%86%D8%AC%D8%A7%D8%B1%D9%8A%D9%86	فندق النجارين
http://www.wikidata.org/entity/Q613201	https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D9%86%D9%8A%D9%83%D9%88%D9%84%D8%A7_%D8%AA%D8%B3%D9%84%D8%A7	متحف نيكولا تسلا
http://www.wikidata.org/entity/Q42049	https://ar.wikipedia.org/wiki/%D9%82%D9%84%D8%B9%D8%A9_%D8%A8%D8%A7%D9%84%D9%85%D9%88%D8%B1%D8%A7%D9%84	قلعة بالمورال
http://www.wikidata.org/entity/Q206518	https://ar.wikipedia.org/wiki/%D8%A5%D9%83%D8%B3%D8%A8%D9%84%D9%88%D8%B1%D8%A7%D8%AA%D9%88%D8%B1%D9%8A%D9%88%D9%85	إكسبلوراتوريوم
http://www.wikidata.org/entity/Q208559	https://ar.wikipedia.org/wiki/%D9%82%D8%B5%D8%B1_%D8%AF%D8%B1%D9%88%D8%AA%D9%86%D9%8A%D9%86%D8%BA%D9%87%D9%88%D9%84%D9%85	قصر دروتنينغهولم
http://www.wikidata.org/entity/Q203864	https://ar.wikipedia.org/wiki/%D8%A8%D8%B1%D8%AC_%D8%B2%D9%8A%D9%85%D9%8A%D8%B1	برج زيمير
http://www.wikidata.org/entity/Q503387	https://ar.wikipedia.org/wiki/%D9%83%D9%86%D8%A7%D8%A6%D8%B3_%D8%A5%D9%8A%D9%81%D8%A7%D9%86%D9%88%D9%81%D9%88_%D8%A7%D9%84%D9%85%D9%86%D8%AD%D9%88%D8%AA%D8%A9_%D9%81%D9%8A_%D8%A7%D9%84%D8%B5%D8%AE%D8%B1	كنائس إيفانوفو المنحوتة في الصخر
http://www.wikidata.org/entity/Q332381	https://ar.wikipedia.org/wiki/%D8%AD%D8%AF%D9%8A%D9%82%D8%A9_%D8%AC%D8%A7%D9%88_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A%D8%A9	حديقة جاو الوطنية
http://www.wikidata.org/entity/Q12506	https://ar.wikipedia.org/wiki/%D8%A2%D9%8A%D8%A7_%D8%B5%D9%88%D9%81%D9%8A%D8%A7	آيا صوفيا
http://www.wikidata.org/entity/Q189358	https://ar.wikipedia.org/wiki/%D9%82%D9%84%D8%B9%D8%A9_%D9%83%D8%B1%D9%88%D9%86%D8%A8%D9%88%D8%B1%D8%BA	قلعة كرونبورغ
http://www.wikidata.org/entity/Q28924	https://ar.wikipedia.org/wiki/%D8%B3%D8%B1%D8%A7%D8%AF%D9%8A%D8%A8_%D8%A7%D9%84%D9%85%D9%88%D8%AA%D9%89_%D9%81%D9%8A_%D8%A8%D8%A7%D8%B1%D9%8A%D8%B3	سراديب الموتى في باريس
http://www.wikidata.org/entity/Q589336	https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D9%83%D9%88%D8%B1%D9%8A	متحف كوري
http://www.wikidata.org/entity/Q593909	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D9%81_%D8%A7%D9%84%D9%8A%D9%87%D9%88%D8%AF%D9%8A_%D8%A7%D9%84%D9%85%D8%BA%D8%B1%D8%A8%D9%8A	المتحف اليهودي المغربي
http://www.wikidata.org/entity/Q598646	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D9%81_%D8%A7%D9%84%D8%A3%D9%88%D9%84%D9%85%D8%A8%D9%8A	المتحف الأولمبي
http://www.wikidata.org/entity/Q474841	https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D8%BA%D9%88%D8%AA%D9%86%D8%A8%D8%B1%D8%BA	متحف غوتنبرغ
http://www.wikidata.org/entity/Q478245	https://ar.wikipedia.org/wiki/%D9%85%D8%B9%D9%87%D8%AF_%D8%A5%D9%86%D9%8A%D9%88%D8%AA%D9%8A%D9%85	معهد إنيوتيم
http://www.wikidata.org/entity/Q201383	https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9_%D8%A7%D9%84%D9%82%D9%88%D9%85%D9%8A	متحف الإسكندرية القومي
http://www.wikidata.org/entity/Q201902	https://ar.wikipedia.org/wiki/%D9%85%D9%88%D9%84_%D8%A3%D9%86%D8%B7%D9%88%D9%86%D9%8A%D9%84%D9%8A%D8%A7%D9%86%D8%A7	مول أنطونيليانا
http://www.wikidata.org/entity/Q484054	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D9%81_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A_%D9%84%D9%84%D9%81%D9%86_%D8%A7%D9%84%D8%AD%D8%AF%D9%8A%D8%AB_%D9%88%D8%A7%D9%84%D9%85%D8%B9%D8%A7%D8%B5%D8%B1	المتحف الوطني للفن الحديث والمعاصر في كوريا
http://www.wikidata.org/entity/Q196982	https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D9%81%D8%B3%D9%8A%D9%81%D8%B3%D8%A7%D8%A1_%D8%B2%D9%8A%D9%88%D8%BA%D9%85%D8%A7	متحف فسيفساء زيوغما
http://www.wikidata.org/entity/Q486382	https://ar.wikipedia.org/wiki/%D9%82%D9%84%D8%B9%D8%A9_%D8%B3%D8%A7%D9%86%D8%AA_%D8%A3%D9%86%D8%AC%D9%84%D9%88	قلعة سانت أنجلو
http://www.wikidata.org/entity/Q576857	https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE_%D8%B3%D8%A7%D8%B1%D9%85%D9%8A%D9%86%D8%AA%D9%88	متحف تاريخ سارمينتو
http://www.wikidata.org/entity/Q578060	https://ar.wikipedia.org/wiki/%D9%85%D9%86%D8%B2%D9%84_%D9%84%D9%88%D9%86%D8%BA%D9%88%D9%88%D8%AF	منزل لونغوود
http://www.wikidata.org/entity/Q578771	https://ar.wikipedia.org/wiki/%D9%82%D8%B5%D8%B1_%D8%AA%D9%88	قصر تو
http://www.wikidata.org/entity/Q213322	https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D9%81%D9%83%D8%AA%D9%88%D8%B1%D9%8A%D8%A7_%D9%88%D8%A3%D9%84%D8%A8%D8%B1%D8%AA	متحف فكتوريا وألبرت
http://www.wikidata.org/entity/Q51252	https://ar.wikipedia.org/wiki/%D9%85%D8%B9%D8%B1%D8%B6_%D8%A3%D9%88%D9%81%D9%8A%D8%B2%D9%8A	معرض أوفيزي
http://www.wikidata.org/entity/Q81650	https://ar.wikipedia.org/wiki/%D9%82%D9%84%D8%B9%D8%A9_%D8%A7%D9%84%D8%A3%D9%86%D8%A7%D8%B6%D9%88%D9%84	قلعة الأناضول
http://www.wikidata.org/entity/Q215423	https://ar.wikipedia.org/wiki/%D9%83%D8%A7%D8%AA%D8%AF%D8%B1%D8%A7%D8%A6%D9%8A%D8%A9_%D8%B3%D8%A7%D9%86%D8%AA_%D8%A5%D8%B3%D8%AD%D8%A7%D9%82	كاتدرائية سانت إسحاق
http://www.wikidata.org/entity/Q623612	https://ar.wikipedia.org/wiki/%D8%A2%D8%B1%D8%A7_%D8%A8%D8%A7%D8%B3%D9%8A%D8%B3	آرا باسيس
http://www.wikidata.org/entity/Q630922	https://ar.wikipedia.org/wiki/%D8%A8%D9%8A%D8%AA_%D8%A7%D9%84%D9%82%D8%B1%D8%A2%D9%86	بيت القرآن
http://www.wikidata.org/entity/Q372088	https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D8%A3%D8%AD%D9%85%D8%AF_%D8%B4%D9%88%D9%82%D9%8A	متحف أحمد شوقي
http://www.wikidata.org/entity/Q510993	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D9%81_%D8%A7%D9%84%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE%D9%8A_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A_%D9%84%D9%84%D8%A8%D8%B1%D8%A7%D8%B2%D9%8A%D9%84	المتحف التاريخي الوطني للبرازيل
http://www.wikidata.org/entity/Q540668	https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D8%A7%D9%84%D9%82%D8%B5%D8%B1_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A_%D9%81%D9%8A_%D8%AA%D8%A7%D9%8A%D8%A8%D9%8A%D9%87	متحف القصر الوطني في تايبيه
http://www.wikidata.org/entity/Q538275	https://ar.wikipedia.org/wiki/%D9%85%D8%B1%D9%83%D8%B2_%D8%A7%D9%84%D8%AF%D8%B3%D8%AA%D9%88%D8%B1_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A	مركز الدستور الوطني
http://www.wikidata.org/entity/Q378377	https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%A7%D8%AD%D9%81_%D8%AB%D9%82%D8%A7%D9%81%D8%A7%D8%AA_%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85	متاحف ثقافات العالم
http://www.wikidata.org/entity/Q226103	https://ar.wikipedia.org/wiki/%D9%82%D9%84%D8%B9%D8%A9_%D9%81%D8%B1%D9%8A%D8%AF%D8%B1%D9%8A%D9%83%D8%B3%D8%A8%D9%88%D8%B1%D8%BA	قلعة فريدريكسبورغ
http://www.wikidata.org/entity/Q151545	https://ar.wikipedia.org/wiki/%D9%81%D8%A7%D8%B1%D8%AA%D8%A8%D9%88%D8%B1%D8%BA	فارتبورغ
http://www.wikidata.org/entity/Q157298	https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D8%A8%D9%8A%D8%B1%D8%BA%D8%A7%D9%85%D9%88%D9%86	متحف بيرغامون
http://www.wikidata.org/entity/Q157316	https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D8%A8%D8%B1%D9%84%D9%8A%D9%86_%D8%A7%D9%84%D8%AC%D8%AF%D9%8A%D8%AF	متحف برلين الجديد
http://www.wikidata.org/entity/Q614450	https://ar.wikipedia.org/wiki/%D9%82%D8%B5%D8%B1_%D8%A7%D9%84%D8%A7%D9%83%D8%AA%D8%B4%D8%A7%D9%81	قصر الاكتشاف
http://www.wikidata.org/entity/Q574723	https://ar.wikipedia.org/wiki/%D9%82%D8%B5%D8%B1_%D9%85%D8%A7%D9%86%D9%87%D8%A7%D9%8A%D9%85	قصر مانهايم
http://www.wikidata.org/entity/Q575822	https://ar.wikipedia.org/wiki/%D8%AD%D8%AF%D9%8A%D9%82%D8%A9_%D8%AA%D9%88%D9%85%D9%88%D9%83%D9%88%D9%85%D8%A7%D9%83%D9%8A_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A%D8%A9	حديقة توموكوماكي الوطنية
http://www.wikidata.org/entity/Q273593	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D8%AF%D8%B1%D8%B3%D8%A9_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A%D8%A9_%D9%84%D9%84%D9%81%D9%86%D9%88%D9%86_%D8%A7%D9%84%D8%AC%D9%85%D9%8A%D9%84%D8%A9_(%D8%A8%D8%A7%D8%B1%D9%8A%D8%B3)	المدرسة الوطنية للفنون الجميلة
http://www.wikidata.org/entity/Q276553	https://ar.wikipedia.org/wiki/%D9%83%D9%86%D9%8A%D8%B3%D8%A9_%D8%A8%D9%88%D9%8A%D8%A7%D9%86%D8%A7	كنيسة بويانا
http://www.wikidata.org/entity/Q421084	https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D8%A7%D9%84%D8%A3%D9%83%D8%B1%D9%88%D8%A8%D9%88%D9%84	متحف الأكروبول
http://www.wikidata.org/entity/Q280171	https://ar.wikipedia.org/wiki/%D9%85%D9%86%D8%B2%D9%84_%D8%A5%D8%B1%D9%86%D8%B3%D8%AA_%D9%87%D9%85%D9%8A%D9%86%D8%BA%D9%88%D9%8A	منزل إرنست همينغوي
http://www.wikidata.org/entity/Q573656	https://ar.wikipedia.org/wiki/%D9%82%D9%84%D8%B9%D8%A9_%D8%B4%D9%81%D9%8A%D8%B1%D9%8A%D9%86	قلعة شفيرين
http://www.wikidata.org/entity/Q447441	https://ar.wikipedia.org/wiki/%D8%A8%D9%8A%D8%B1%D8%BA%D8%A8%D8%A7%D8%B1%D9%83_%D9%81%D9%8A%D9%84%D9%87%D9%84%D9%85%D8%B4%D9%88%D9%87_(%D9%82%D8%B5%D8%B1)	بيرغبارك فيلهلمشوه (قصر)
http://www.wikidata.org/entity/Q454019	https://ar.wikipedia.org/wiki/%D9%85%D9%86%D8%AC%D9%85_%D9%81%D9%8A%D8%A7%D9%84%D9%8A%D8%AA%D8%B4%D9%83%D8%A7_%D8%A7%D9%84%D9%85%D9%84%D8%AD%D9%8A	منجم فياليتشكا الملحي
http://www.wikidata.org/entity/Q304037	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D9%83%D8%AA%D8%A8%D8%A9_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A%D8%A9_%D8%A7%D9%84%D9%86%D9%85%D8%B3%D8%A7%D9%88%D9%8A%D8%A9	المكتبة الوطنية النمساوية
http://www.wikidata.org/entity/Q167314	https://ar.wikipedia.org/wiki/%D9%82%D9%84%D8%B9%D8%A9_%D8%AF%D8%B1%D9%8A%D8%B3%D8%AF%D8%A7%D9%86	قلعة دريسدان
http://www.wikidata.org/entity/Q301815	https://ar.wikipedia.org/wiki/%D8%B6%D8%B1%D9%8A%D8%AD_%D9%83%D8%A7%D8%B2%D8%A7%D9%86%D9%84%D8%A7%D9%83_%D8%A7%D9%84%D8%AA%D8%B1%D8%A7%D9%82%D9%8A	ضريح كازانلاك التراقي
http://www.wikidata.org/entity/Q159556	https://ar.wikipedia.org/wiki/%D9%85%D8%AC%D9%85%D9%88%D8%B9%D8%A9_%D9%81%D9%8A%D9%84%D9%8A%D8%A8%D9%89	مجموعة فيليبى
http://www.wikidata.org/entity/Q457453	https://ar.wikipedia.org/wiki/%D9%81%D9%8A%D9%84%D8%A7_%D8%AA%D9%88%D8%BA%D9%86%D8%AF%D9%87%D8%A7%D8%AA	فيلا توغندهات
http://www.wikidata.org/entity/Q670268	https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D8%A7%D9%84%D8%A5%D9%86%D8%B3%D8%A7%D9%86	متحف الإنسان
http://www.wikidata.org/entity/Q656957	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D9%81_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A_%D9%84%D9%84%D8%B9%D9%84%D9%88%D9%85_%D8%A7%D9%84%D9%86%D8%A7%D8%B4%D8%A6%D8%A9_%D9%88%D8%A7%D9%84%D8%A7%D8%A8%D8%AA%D9%83%D8%A7%D8%B1	المتحف الوطني للعلوم الناشئة والابتكار
http://www.wikidata.org/entity/Q4872	https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D8%A8%D9%88%D8%B4%D9%83%D9%8A%D9%86	متحف بوشكين
http://www.wikidata.org/entity/Q2946	https://ar.wikipedia.org/wiki/%D9%82%D8%B5%D8%B1_%D9%81%D8%B1%D8%B3%D8%A7%D9%8A	قصر فرساي
http://www.wikidata.org/entity/Q1336277	https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D8%A7%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84_%D8%A8%D8%A5%D9%86%D8%AF%D9%8A%D8%A7%D9%86%D8%A7%D8%A8%D9%88%D9%84%D9%8A%D8%B3	متحف الأطفال بإنديانابوليس
http://www.wikidata.org/entity/Q860812	https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D9%85%D9%88%D9%86%D8%AA%D8%B1%D9%8A%D8%A7%D9%84_%D9%84%D9%84%D9%81%D9%86%D9%88%D9%86_%D8%A7%D9%84%D8%AC%D9%85%D9%8A%D9%84%D8%A9	متحف مونتريال للفنون الجميلة
http://www.wikidata.org/entity/Q861252	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D9%81_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A_%D9%84%D9%84%D9%81%D9%86%D9%88%D9%86_%D9%81%D9%8A_%D9%83%D8%AA%D8%A7%D9%84%D9%88%D9%86%D9%8A%D8%A7	المتحف الوطني للفنون في كتالونيا
http://www.wikidata.org/entity/Q2018379	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D8%B9%D8%B1%D8%B6_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A_(%D8%A3%D9%8A%D8%B1%D9%84%D9%86%D8%AF%D8%A7)	معرض أيرلندا الوطني
http://www.wikidata.org/entity/Q2097646	https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D8%B3%D9%85%D9%8A%D8%A9	متحف سمية
http://www.wikidata.org/entity/Q1384356	https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D8%AB%D9%82%D8%A7%D9%81%D8%A9_%D8%A7%D9%84%D8%A8%D9%88%D8%A8	متحف ثقافة البوب
http://www.wikidata.org/entity/Q685524	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%B9%D8%AC%D8%A7%D8%A6%D8%A8_%D8%A7%D9%84%D9%85%D8%B5%D8%BA%D8%B1%D8%A9	العجائب المصغرة
http://www.wikidata.org/entity/Q1810918	https://ar.wikipedia.org/wiki/%D9%82%D9%84%D8%B9%D8%A9_%D9%85%D8%A7%D9%84%D9%85%D9%88	قلعة مالمو
http://www.wikidata.org/entity/Q2087788	https://ar.wikipedia.org/wiki/%D9%85%D8%B9%D8%B1%D8%B6_%D8%A3%D8%B1%D9%85%D9%8A%D9%86%D9%8A%D8%A7_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A	معرض أرمينيا الوطني
http://www.wikidata.org/entity/Q908216	https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D9%87%D9%88%D9%86%D8%BA_%D9%83%D9%88%D9%86%D8%BA_%D9%84%D9%84%D9%81%D9%86	متحف هونغ كونغ للفن
http://www.wikidata.org/entity/Q2139553	https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D9%83%D8%A7%D9%85%D8%A8%D8%A7	متحف كامبا
http://www.wikidata.org/entity/Q19675	https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D8%A7%D9%84%D9%84%D9%88%D9%81%D8%B1	متحف اللوفر
http://www.wikidata.org/entity/Q11643	https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D8%A7%D9%84%D9%81%D9%86_%D8%A7%D9%84%D8%B3%D9%8A%D8%A6	متحف الفن السيء
http://www.wikidata.org/entity/Q23402	https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D8%A3%D9%88%D8%B1%D8%B3%D9%8A%D9%87	متحف أورسيه
http://www.wikidata.org/entity/Q46815	https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84	متحف إسرائيل
http://www.wikidata.org/entity/Q46812	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D9%81_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A_%D9%84%D9%84%D9%81%D9%86_%D8%A7%D9%84%D8%A3%D9%81%D8%B1%D9%8A%D9%82%D9%8A	المتحف الوطني للفن الأفريقي
http://www.wikidata.org/entity/Q1881229	https://ar.wikipedia.org/wiki/%D9%85%D8%B1%D9%83%D8%B2_%D8%A7%D9%84%D9%81%D9%86%D9%88%D9%86_%D8%A7%D9%84%D8%AD%D8%AF%D9%8A%D8%AB%D8%A9_%D8%A8%D8%B1%D9%88%D9%85%D8%A7_%D9%85%D8%A7%D9%83%D8%B3%D9%8A	مركز الفنون الحديثة بروما ماكسي
http://www.wikidata.org/entity/Q1878362	https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D8%A7%D9%84%D8%A3%D9%82%D8%B5%D8%B1	متحف الأقصر
http://www.wikidata.org/entity/Q728437	https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D8%A8%D9%8A%D9%84%D9%81%D9%8A%D9%88	متحف بيلفيو
http://www.wikidata.org/entity/Q947907	https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D8%AC%D9%8A%D8%A8%D9%84%D9%8A	متحف جيبلي
http://www.wikidata.org/entity/Q707955	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D9%81_%D8%A7%D9%84%D8%B1%D9%88%D9%85%D8%A7%D9%86%D9%8A_-_%D8%A7%D9%84%D8%AC%D8%B1%D9%85%D8%A7%D9%86%D9%8A	المتحف الروماني - الجرماني
http://www.wikidata.org/entity/Q713124	https://ar.wikipedia.org/wiki/%D8%A2%D8%B1%D8%AA%D9%8A%D8%B3	آرتيس
http://www.wikidata.org/entity/Q942713	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D8%B9%D8%B1%D8%B6_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A_%D8%A7%D9%84%D8%A7%D8%B3%D9%83%D8%AA%D9%84%D9%86%D8%AF%D9%8A	المعرض الوطني الاسكتلندي
http://www.wikidata.org/entity/Q49133	https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D8%A7%D9%84%D9%81%D9%86%D9%88%D9%86_%D8%A7%D9%84%D8%AC%D9%85%D9%8A%D9%84%D8%A9_%D9%81%D9%8A_%D8%A8%D9%88%D8%B3%D8%B7%D9%86	متحف الفنون الجميلة في بوسطن
http://www.wikidata.org/entity/Q82941	https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D8%B3%D8%A7%D9%88_%D8%A8%D8%A7%D9%88%D9%84%D9%88_%D9%84%D9%84%D9%81%D9%86	متحف ساو باولو للفن
http://www.wikidata.org/entity/Q95569	https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE_%D8%A7%D9%84%D9%81%D9%86%D9%88%D9%86	متحف تاريخ الفنون
http://www.wikidata.org/entity/Q742315	https://ar.wikipedia.org/wiki/%D9%85%D9%86%D8%AA%D8%B2%D9%87_%D8%A5%D9%8A%D8%BA%D9%88%D8%A7%D8%B3%D9%88_%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A	منتزه إيغواسو الوطني
http://www.wikidata.org/entity/Q2944052	https://ar.wikipedia.org/wiki/%D9%85%D8%AA%D8%AD%D9%81_%D8%A7%D9%84%D9%81%D9%86_%D8%A7%D9%84%D8%A5%D8%B3%D9%84%D8%A7%D9%85%D9%8A_(%D8%BA%D8%B2%D9%86%D8%A9)	متحف الفن الإسلامي (غزنة)
http://www.wikidata.org/entity/Q2956755	https://ar.wikipedia.org/wiki/%D9%85%D8%B9%D8%A8%D8%AF_%D8%B1%D9%88%D8%AB%D9%83%D9%88	معبد روثكو
